template_version,baseline,metric,value,description
C,gmm_bic_best_label,adjusted_rand_index,0.17080155681156203,"Agreement between baseline cluster labels and narrative_best_label (1 = perfect match, 0 ≈ random)."
C,gmm_aic_best_label,adjusted_rand_index,0.24894393809441032,"Agreement between baseline cluster labels and narrative_best_label (1 = perfect match, 0 ≈ random)."
C,narrative_best_label,silhouette_cosine,0.5410364270210266,"Cluster separation in narrative embedding space using cosine distance (higher is better, max = 1)."
C,narrative_best_label,calinski_harabasz,184.07994079589844,Calinski-Harabasz index in narrative embedding space (higher is better).
C,narrative_best_label,davies_bouldin,1.1346313889722812,Davies-Bouldin index in narrative embedding space (lower is better).
C,gmm_bic_best_label,silhouette_cosine,-0.016634272411465645,"Cluster separation in narrative embedding space using cosine distance (higher is better, max = 1)."
C,gmm_bic_best_label,calinski_harabasz,57.138580322265625,Calinski-Harabasz index in narrative embedding space (higher is better).
C,gmm_bic_best_label,davies_bouldin,3.4340683975369064,Davies-Bouldin index in narrative embedding space (lower is better).
C,gmm_aic_best_label,silhouette_cosine,-0.04776277765631676,"Cluster separation in narrative embedding space using cosine distance (higher is better, max = 1)."
C,gmm_aic_best_label,calinski_harabasz,48.233463287353516,Calinski-Harabasz index in narrative embedding space (higher is better).
C,gmm_aic_best_label,davies_bouldin,3.851595489274493,Davies-Bouldin index in narrative embedding space (lower is better).
