template_version,baseline,metric,value,description
C,gmm_bic_best_label,adjusted_rand_index,0.13207944766396087,"Agreement between baseline cluster labels and narrative_best_label (1 = perfect match, 0 ≈ random)."
C,gmm_aic_best_label,adjusted_rand_index,0.14032045566019344,"Agreement between baseline cluster labels and narrative_best_label (1 = perfect match, 0 ≈ random)."
C,narrative_best_label,silhouette_cosine,0.4336680769920349,"Cluster separation in narrative embedding space using cosine distance (higher is better, max = 1)."
C,narrative_best_label,calinski_harabasz,225.48733520507812,Calinski-Harabasz index in narrative embedding space (higher is better).
C,narrative_best_label,davies_bouldin,1.3406786715116519,Davies-Bouldin index in narrative embedding space (lower is better).
C,gmm_bic_best_label,silhouette_cosine,-0.01419148501008749,"Cluster separation in narrative embedding space using cosine distance (higher is better, max = 1)."
C,gmm_bic_best_label,calinski_harabasz,107.00580596923828,Calinski-Harabasz index in narrative embedding space (higher is better).
C,gmm_bic_best_label,davies_bouldin,3.751876072325293,Davies-Bouldin index in narrative embedding space (lower is better).
C,gmm_aic_best_label,silhouette_cosine,-0.03701438754796982,"Cluster separation in narrative embedding space using cosine distance (higher is better, max = 1)."
C,gmm_aic_best_label,calinski_harabasz,76.62149810791016,Calinski-Harabasz index in narrative embedding space (higher is better).
C,gmm_aic_best_label,davies_bouldin,3.0015917754926504,Davies-Bouldin index in narrative embedding space (lower is better).
